å½•éŸ³,time_Base,AudioTimeLength,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,ISR_Mode, other, Result_content,rc,Confidence_score,Result
/usb1/PcmRes/isr/English/Album/00000001_code.pcm,1140193236,2262,1140194013,2276,1140195498,1140195887,MSG_Result,389,1,0,play album all the moon star burns ¡£,4,0,"{""bislocalresult"":""1"",""nlocalconfidencescore"":""0"",""rc"":4,""text"":""play album all the moon star burns ¡£""}
"
/usb1/PcmRes/isr/English/Album/00000002_code.pcm,1140195928,1907,1140196705,1924,1140197837,1140198164,MSG_Result,327,1,0,play album back on top ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""back on top""}},""service"":""music"",""text"":""play album back on top ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000003_code.pcm,1140198194,2226,1140198971,2243,1140200422,1140200801,MSG_Result,379,1,0,play album beautiful offerings ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""beautiful offerings""}},""service"":""music"",""text"":""play album beautiful offerings ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000004_code.pcm,1140200828,1966,1140201605,2049,1140202796,1140203123,MSG_Result,327,1,0,play album burning bridges ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""burning bridges""}},""service"":""music"",""text"":""play album burning bridges ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000005_code.pcm,1140203150,1773,1140203927,1797,1140204925,1140205406,MSG_Result,481,1,0,play album bottom feeder ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""bottom feeder""}},""service"":""music"",""text"":""play album bottom feeder ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000006_code.pcm,1140205440,1575,1140206223,1594,1140207017,1140207420,MSG_Result,403,1,0,play album emotion ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""emotion""}},""service"":""music"",""text"":""play album emotion ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000007_code.pcm,1140207446,2068,1140208223,2123,1140209516,1140209869,MSG_Result,353,1,0,play album had for the stars ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""had for""}},""service"":""contacts"",""text"":""play album had for the stars ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000008_code.pcm,1140209902,1453,1140210679,1467,1140211357,1140211769,MSG_Result,412,1,0,play album i am ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i am""}},""service"":""music"",""text"":""play album i am ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000009_code.pcm,1140211801,2337,1140212578,2360,1140214140,1140214566,MSG_Result,426,1,0,play album i cry when i laugh ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i cry when i laugh""}},""service"":""music"",""text"":""play album i cry when i laugh ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000010_code.pcm,1140214592,1880,1140215369,1895,1140216474,1140216753,MSG_Result,279,1,0,play album last dance ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""last dance""}},""service"":""music"",""text"":""play album last dance ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000011_code.pcm,1140216783,2042,1140217560,2070,1140218825,1140219359,MSG_Result,534,1,0,play album light of the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6000000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""light""}},""service"":""music"",""text"":""play album light of the dark ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000012_code.pcm,1140219391,2058,1140220173,2075,1140221451,1140221921,MSG_Result,470,1,0,play album mobile north district ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""location"":{""area"":""north district"",""areaAddr"":""north"",""ori_loc"":""north district"",""type"":""LOC_BASIC""}}},""service"":""map"",""text"":""play album mobile north district ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000013_code.pcm,1140221953,2197,1140222740,2210,1140224152,1140224387,MSG_Result,235,1,0,play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000014_code.pcm,1140224411,1879,1140225188,1923,1140226292,1140226777,MSG_Result,485,1,0,play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000015_code.pcm,1140226805,2084,1140227582,2102,1140228891,1140229201,MSG_Result,310,1,0,play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000016_code.pcm,1140229222,1913,1140229999,1931,1140231137,1140231384,MSG_Result,247,1,0,play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""category"":""original""}},""service"":""music"",""text"":""play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000017_code.pcm,1140231409,2081,1140232186,2112,1140233491,1140233915,MSG_Result,424,1,0,play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000018_code.pcm,1140233943,2031,1140234720,2077,1140235975,1140236396,MSG_Result,421,1,0,play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000019_code.pcm,1140236428,2055,1140237205,2067,1140238485,1140238734,MSG_Result,249,1,0,play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6800000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000020_code.pcm,1140238758,2040,1140239535,2077,1140240800,1140241128,MSG_Result,328,1,0,play album all over again ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""all over again""}},""service"":""music"",""text"":""play album all over again ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000021_code.pcm,1140241162,2262,1140241941,2273,1140243424,1140243839,MSG_Result,415,1,0,play album all the moon star burns ¡£,4,0,"{""bislocalresult"":""1"",""nlocalconfidencescore"":""0"",""rc"":4,""text"":""play album all the moon star burns ¡£""}
"
/usb1/PcmRes/isr/English/Album/00000022_code.pcm,1140243863,1907,1140244640,1931,1140245772,1140246129,MSG_Result,357,1,0,play album back on top ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""back on top""}},""service"":""music"",""text"":""play album back on top ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000023_code.pcm,1140246154,2226,1140246934,2244,1140248382,1140248732,MSG_Result,350,1,0,play album beautiful offerings ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""beautiful offerings""}},""service"":""music"",""text"":""play album beautiful offerings ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000024_code.pcm,1140248763,1966,1140249540,2033,1140250731,1140251036,MSG_Result,305,1,0,play album burning bridges ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""burning bridges""}},""service"":""music"",""text"":""play album burning bridges ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000025_code.pcm,1140251061,1773,1140251838,1833,1140252836,1140253286,MSG_Result,450,1,0,play album bottom feeder ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""bottom feeder""}},""service"":""music"",""text"":""play album bottom feeder ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000026_code.pcm,1140253309,1575,1140254086,1596,1140254886,1140255265,MSG_Result,379,1,0,play album emotion ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""emotion""}},""service"":""music"",""text"":""play album emotion ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000027_code.pcm,1140255292,2068,1140256069,2094,1140257362,1140257684,MSG_Result,322,1,0,play album had for the stars ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""had for""}},""service"":""contacts"",""text"":""play album had for the stars ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000028_code.pcm,1140257702,1453,1140258479,1466,1140259157,1140259531,MSG_Result,374,1,0,play album i am ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i am""}},""service"":""music"",""text"":""play album i am ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000029_code.pcm,1140259563,2337,1140260340,2359,1140261902,1140262339,MSG_Result,437,1,0,play album i cry when i laugh ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i cry when i laugh""}},""service"":""music"",""text"":""play album i cry when i laugh ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000030_code.pcm,1140262370,1880,1140263148,1907,1140264252,1140264618,MSG_Result,366,1,0,play album last dance ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""last dance""}},""service"":""music"",""text"":""play album last dance ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000031_code.pcm,1140264646,2042,1140265424,2196,1140266688,1140267417,MSG_Result,729,1,0,play album light of the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6000000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""light""}},""service"":""music"",""text"":""play album light of the dark ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000032_code.pcm,1140267443,2058,1140268221,2081,1140269503,1140269858,MSG_Result,355,1,0,play album mobile north district ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""location"":{""area"":""north district"",""areaAddr"":""north"",""ori_loc"":""north district"",""type"":""LOC_BASIC""}}},""service"":""map"",""text"":""play album mobile north district ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000033_code.pcm,1140269888,2197,1140270666,2212,1140272087,1140272370,MSG_Result,283,1,0,play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000034_code.pcm,1140272400,1879,1140273178,1902,1140274281,1140274920,MSG_Result,639,1,0,play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000035_code.pcm,1140274951,2084,1140275729,2114,1140277037,1140277427,MSG_Result,390,1,0,play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000036_code.pcm,1140277454,1913,1140278232,1935,1140279369,1140279666,MSG_Result,297,1,0,play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""category"":""original""}},""service"":""music"",""text"":""play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000037_code.pcm,1140279692,2081,1140280470,2157,1140281774,1140282265,MSG_Result,491,1,0,play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000038_code.pcm,1140282289,2031,1140283067,2064,1140284321,1140284855,MSG_Result,534,1,0,play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000039_code.pcm,1140284885,2055,1140285663,2075,1140286942,1140287281,MSG_Result,339,1,0,play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6800000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000040_code.pcm,1140287313,2040,1140288103,2161,1140289355,1140289906,MSG_Result,551,1,0,play album all over again ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""all over again""}},""service"":""music"",""text"":""play album all over again ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000041_code.pcm,1140289936,2746,1140290715,2878,1140292684,1140293352,MSG_Result,668,1,0,i want to play album all the moon star burns ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.44,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album all the moon star burns"",""poi"":""play album all the moon star burns"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album all the moon star burns ¡£"",""version"":""3.5.0.1190""}
"
