/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M010_105-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:114,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":114, "wakeup":1, "nStartBytes":12800, "nEndBytes":34560}	77
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M010_106-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:115,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":115, "wakeup":1, "nStartBytes":70080, "nEndBytes":91200}	37
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M010_107-1.3s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:71,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":71, "wakeup":1, "nStartBytes":128640, "nEndBytes":148800}	93
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M010_108-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:101,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":101, "wakeup":1, "nStartBytes":185920, "nEndBytes":205760}	130
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M011_105-1.1s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:18,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":18, "wakeup":1, "nStartBytes":242560, "nEndBytes":258240}	71
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M011_106-1.1s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:17,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":17, "wakeup":1, "nStartBytes":296000, "nEndBytes":312000}	18
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M011_107-1.1s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:16,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":16, "wakeup":1, "nStartBytes":350080, "nEndBytes":365760}	64
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M011_108-1.1s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:3,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":3, "wakeup":1, "nStartBytes":403200, "nEndBytes":419200}	20
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M012_105.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:73,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":73, "wakeup":1, "nStartBytes":454720, "nEndBytes":480960}
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M012_106-1.4s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:61,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":61, "wakeup":1, "nStartBytes":516480, "nEndBytes":543040}	115
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M012_107.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:80,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":80, "wakeup":1, "nStartBytes":577600, "nEndBytes":603840}
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M012_108.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:43,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":43, "wakeup":1, "nStartBytes":639360, "nEndBytes":665920}
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M102_105-1.1s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:15,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":15, "wakeup":1, "nStartBytes":702400, "nEndBytes":721920}	114
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M102_106-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:40,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":40, "wakeup":1, "nStartBytes":755200, "nEndBytes":774720}	75
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M102_107-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:69,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":69, "wakeup":1, "nStartBytes":807360, "nEndBytes":827200}	56
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M102_108-1.2s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:27,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":27, "wakeup":1, "nStartBytes":860800, "nEndBytes":880320}	-16
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M103_105-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:17,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":17, "wakeup":1, "nStartBytes":913920, "nEndBytes":930880}	124
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M103_106-1.0s.wav	nMvwScene:4,nMvwId:1,nMvwRlt:第二个,nMvwScore:1,lParam:{"nMvwScene":4, "nMvwId":1, "nMvwScore":1, "wakeup":1, "nStartBytes":963200, "nEndBytes":982080}	181
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M103_107-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:37,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":37, "wakeup":1, "nStartBytes":1012800, "nEndBytes":1030400}	232
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M103_108-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:44,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":44, "wakeup":1, "nStartBytes":1062400, "nEndBytes":1078400}	125
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M104_105-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:28,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":28, "wakeup":1, "nStartBytes":1110080, "nEndBytes":1127680}	215
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M104_106-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:24,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":24, "wakeup":1, "nStartBytes":1158720, "nEndBytes":1176320}	121
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M104_107-1.0s.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:71,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":71, "wakeup":1, "nStartBytes":1207360, "nEndBytes":1225280}	204
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M104_108.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:64,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":64, "wakeup":1, "nStartBytes":1258560, "nEndBytes":1275840}
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M014_105.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:45,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":45, "wakeup":1, "nStartBytes":1308480, "nEndBytes":1325760}
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-4/X1/M014_106.wav	nMvwScene:4,nMvwId:5,nMvwRlt:第六个,nMvwScore:40,lParam:{"nMvwScene":4, "nMvwId":5, "nMvwScore":40, "wakeup":1, "nStartBytes":1358400, "nEndBytes":1375040}
